Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
83,40,80,1118,FALSE,1.5,0,11/22/2024 10:44,FALSE,0,1,95,33.1,3142,,1.5,5,11/22/2024 11:37,FALSE,0,1,Demo,95,2,14,GF,40/80,1019,1019,Perdix 2
Time (sec),Depth,First Stop Depth,Time To Surface (min),Average PPO2,Fraction O2,Fraction He,First Stop Time,Current NDL,Current Circuit Mode,Current CCR Mode,Water Temp,Gas Switch Needed,External PPO2,Set Point Type,Circuit Switch Type,External O2 Sensor 1 (mV),External O2 Sensor 2 (mV),External O2 Sensor 3 (mV),Battery Voltage,Tank 1 pressure (PSI),Tank 2 pressure (PSI),Tank 3 pressure (PSI),Tank 4 pressure (PSI),Gas Time Remaining,SAC Rate (2 minute avg),Ascent Rate,Safe Ascent Depth,CO2mbar,
1395,21.3,3,4,0.65,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1400,20.9,3,4,0.64,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1405,20.5,3,4,0.64,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1410,20.4,3,4,0.63,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1415,19.8,3,4,0.62,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1420,19.1,3,4,0.61,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1425,18.4,3,4,0.59,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1430,17.7,3,3,0.58,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1435,17.5,3,3,0.57,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1440,17.4,3,3,0.57,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1445,16.9,3,3,0.56,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1450,16.7,3,3,0.56,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1455,16.2,3,3,0.55,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1460,17.1,3,3,0.57,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1465,17.3,3,3,0.57,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1470,17.1,3,3,0.57,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1475,15.7,3,3,0.54,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1480,14.7,3,3,0.52,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1485,14.5,3,3,0.51,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1490,14.3,3,3,0.51,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1495,13.8,3,3,0.5,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1500,13.8,3,3,0.5,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1505,14.1,3,3,0.5,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1510,14,3,3,0.5,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1515,14.3,3,3,0.51,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1520,14.5,3,3,0.51,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1525,15.1,3,3,0.52,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1530,14.8,3,3,0.52,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1535,15.1,3,3,0.52,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1540,15.3,3,3,0.53,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1545,15.4,3,3,0.53,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1550,15.2,3,3,0.53,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1555,15.1,3,3,0.52,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1560,14.9,3,3,0.52,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1565,14.5,3,3,0.51,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1570,14.2,3,3,0.51,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1575,14,3,3,0.5,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1580,13.8,3,3,0.5,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1585,13.4,3,3,0.49,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1590,13.2,3,3,0.49,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1595,12.9,3,3,0.48,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1600,12.7,3,3,0.47,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1605,12.3,3,3,0.47,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1610,12.5,3,3,0.47,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1615,13.4,3,3,0.49,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1620,13.9,3,3,0.5,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1625,14.6,3,3,0.51,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1630,15.8,3,3,0.54,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1635,16,3,3,0.54,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1640,16.6,3,3,0.55,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1645,17.3,3,3,0.57,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1650,18.2,3,3,0.59,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1655,18.8,3,3,0.6,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1660,19.2,3,4,0.61,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1665,20,3,4,0.62,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1670,20.9,3,4,0.64,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1675,21.7,3,4,0.66,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1680,22.6,3,4,0.68,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1685,22.9,3,4,0.69,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1690,23.5,3,4,0.7,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1695,24.3,3,4,0.71,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1700,24.9,3,4,0.72,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1705,25.3,3,4,0.73,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1710,25.9,3,4,0.75,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1715,25.8,3,4,0.75,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1720,25.3,3,4,0.74,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1725,25,3,5,0.73,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1730,24.5,3,5,0.72,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1735,24.5,3,5,0.72,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1740,24.2,3,5,0.71,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1745,23.9,3,5,0.71,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1750,23.9,3,5,0.71,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1755,23.2,3,5,0.7,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1760,22.8,3,5,0.68,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1765,22,3,5,0.67,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1770,21.7,3,5,0.66,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1775,21.3,3,5,0.66,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1780,21,3,5,0.65,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1785,20.5,3,5,0.64,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1790,20.2,3,5,0.63,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1795,20.3,3,5,0.63,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1800,20.3,3,5,0.63,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1805,19.6,3,5,0.62,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1810,18.6,3,5,0.6,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1815,17.7,3,5,0.58,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1820,17,3,4,0.57,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1825,16,3,4,0.55,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1830,15.3,3,4,0.53,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1835,14.3,3,4,0.51,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1840,13.5,3,4,0.5,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1845,12.6,3,4,0.48,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1850,13,3,4,0.48,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1855,13.1,3,4,0.48,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1860,13.2,3,4,0.49,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1865,13.1,3,4,0.48,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1870,13.1,3,4,0.48,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1875,13.5,3,4,0.49,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1880,13.9,3,4,0.5,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1885,14.3,3,4,0.51,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1890,14.2,3,4,0.51,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1895,13.9,3,4,0.5,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1900,13.5,3,4,0.49,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1905,13.8,3,4,0.49,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1910,14.3,3,4,0.51,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1915,13.9,3,4,0.5,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1920,13.2,3,4,0.49,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1925,12.7,3,4,0.48,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1930,12.4,3,4,0.47,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1935,12.7,3,4,0.47,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1940,13.1,3,4,0.48,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1945,12.7,3,4,0.47,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1950,13.4,3,4,0.49,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1955,14,3,4,0.5,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1960,14.9,3,4,0.52,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1965,14.6,3,4,0.51,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1970,14.1,3,4,0.5,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1975,13.5,3,4,0.49,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1980,13.4,3,4,0.49,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1985,13.1,3,4,0.48,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1990,12.8,3,4,0.48,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
1995,12.4,3,4,0.47,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2000,12.3,3,4,0.47,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2005,11.2,3,4,0.44,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2010,10.8,3,4,0.43,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2015,10.9,3,4,0.44,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2020,10.4,3,4,0.43,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2025,9.900001,3,4,0.42,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2030,9.6,3,4,0.41,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2035,9.400001,3,4,0.41,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2040,9.1,3,4,0.4,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2045,9.2,3,4,0.4,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2050,8.900001,3,4,0.39,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2055,8.6,3,4,0.39,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2060,8,3,4,0.38,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2065,7.4,3,3,0.36,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2070,6.8,3,3,0.35,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2075,6.6,3,3,0.35,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2080,5.9,3,3,0.34,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2085,4.8,3,3,0.32,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2090,5.3,3,3,0.32,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2095,6.2,3,3,0.34,0.21,0,2,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2100,6.8,3,2,0.35,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.5,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2105,7.7,3,2,0.37,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2110,7.9,3,2,0.37,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2115,8.6,3,2,0.39,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2120,9,3,3,0.4,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2125,9.6,3,3,0.41,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2130,10.4,3,3,0.42,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
2135,11.1,3,3,0.44,0.21,0,1,0,1,0,29,TRUE,TRUE,0,0,0,0,0,1.49,AI is off,AI is off,N/A,N/A,Not paired,AI is off,0,0,0,
